id,day_reference,category,question_type,prompt,correct_answer,option_b,option_c,helper_text
881,30,Review,multiple_choice,"The past participle of 'trinken' is...","getrunken","getrinkt","trank","Strong verb."
882,1,Alphabet,fill_in_blank,"The letters 'äu' sound like '___' in English.","oy","aw","oo","As in 'Häuser' (houses)."
883,2,Introductions,multiple_choice,"What's your place of birth? (formal)","Was ist Ihr Geburtsort?","Wo sind Sie geboren?","Wo ist Ihre Geburt?","'der Geburtsort' = place of birth."
884,3,Numbers,fill_in_blank,"The number 1,000,000 is ___.","eine Million","eine Milliarde","eintausend","'a million'."
885,4,Verbs,multiple_choice,"Das ___ die falschen Schuhe.","sind","ist","seid","Plural subject."
886,5,W-Fragen,fill_in_blank,"___ gehört das Buch? (To whom)","Wem","Wen","Wer","Dative question."
887,6,Nouns,multiple_choice,"The gender of 'Bahnhof' (train station) is...","der (masculine)","die (feminine)","das (neuter)","der Bahnhof."
888,8,Verbs,fill_in_blank,"Ich ___ (glauben) an dich.","glaube","glaubst","glaubt","'glauben an' = to believe in."
889,9,Cases,multiple_choice,"Ich habe ___ Kinder. (no)","keine","nicht","kein","Negating a plural accusative noun."
890,10,Verbs,fill_in_blank,"Er ___ (betrügen) seine Frau.","betrügt","betrügst","betrüge","'betrügen' (to cheat) is regular."
891,11,Food & Drink,multiple_choice,"A type of German cheesecake is...","Käsekuchen","Quarkkuchen","Topfenkuchen","'Käse' = cheese, 'Kuchen' = cake."
892,12,Time,fill_in_blank,"Es ist Viertel ___ neun. (8:45)","vor","nach","halb","'quarter to nine'."
893,13,Dates,multiple_choice,"The eighth month of the year is...","August","September","Juli","August."
894,15,Cases,fill_in_blank,"Er arbeitet bei ___ Siemens.","","der","dem","Company names usually don't take articles."
895,16,Modal Verbs,multiple_choice,"Wir ___ das nicht akzeptieren. (want to)","wollen","können","müssen","Desire."
896,17,Modal Verbs,fill_in_blank,"Du ___ dich besser konzentrieren. (should)","solltest","musst","darfst","Advice."
897,18,Directions,multiple_choice,"Go through the park.","Gehen Sie durch den Park.","Gehen Sie durch dem Park.","Gehen Sie im Park durch.","'durch' is accusative."
898,19,Shopping,fill_in_blank,"Die Qualität ist sehr ___. (good)","gut","hoch","schlecht","'gut' = good."
899,20,Separable Verbs,multiple_choice,"Ich stehe jeden Tag um 6 Uhr ___.","auf","an","ein","'aufstehen' = to get up."
900,22,Perfect Tense,fill_in_blank,"Wir haben das Haus ___. (verkauft)","verkauft","verkaufen","verkaufte","'verkaufen' (to sell) is inseparable."
901,23,Perfect Tense,multiple_choice,"Sie ___ nach Kanada geflogen.","ist","hat","wurde","'fliegen' is a verb of motion."
902,25,Conjunctions,fill_in_blank,"Ich lerne Deutsch, um in Deutschland ___. (zu arbeiten)","zu arbeiten","arbeiten","arbeite","'um... zu' (in order to) structure."
903,26,Possessives,multiple_choice,"Das ist ___ Computer. (his)","sein","seine","seinen","Masculine nominative."
904,27,Family,fill_in_blank,"Die Mutter meiner Mutter ist meine ___.","Oma","Uroma","Tante","Grandmother."
905,28,Hobbies,multiple_choice,"'Ich spiele gern ein Instrument' means...","I like to play an instrument.","I like to play a game.","I like to listen to instruments.","'das Instrument'."
906,29,Writing,fill_in_blank,"Ich freue mich auf unser ___.","Wiedersehen","Treffen","Sehen","'Wiedersehen' = seeing again."
907,30,Review,multiple_choice,"The past participle of 'schließen' (to close) is...","geschlossen","geschließt","schloss","Strong verb."
908,1,Alphabet,fill_in_blank,"The letters 'eu' and 'äu' have the ___ sound.","same","different","similar","Both sound like 'oy'."
909,2,Introductions,multiple_choice,"Where are you from? (formal)","Woher kommen Sie?","Woher bist du?","Wo sind Sie von?","Formal question."
910,3,Numbers,fill_in_blank,"The number 1,000,000,000 is ___.","eine Milliarde","eine Million","eine Billion","'a billion' (short scale)."
911,4,Verbs,multiple_choice,"Das ___ die Nachrichten.","sind","ist","seid","'Nachrichten' (news) is plural."
912,5,W-Fragen,fill_in_blank,"___ hast du das gegeben? (To whom?)","Wem","Wen","Wer","Dative question."
913,6,Nouns,multiple_choice,"The gender of 'Universität' is...","die (feminine)","der (masculine)","das (neuter)","Nouns ending in -tät are feminine."
914,8,Verbs,fill_in_blank,"Ich ___ (studieren) Medizin.","studiere","studierst","studiert","'studieren' = to study at university."
915,9,Cases,multiple_choice,"Ich habe ___ Geschwister. (no)","keine","nicht","kein","Negating a plural accusative noun."
916,10,Verbs,fill_in_blank,"Er ___ (bieten) mir einen Job an.","bietet","bietest","biete","'bieten' (to offer) is regular."
917,11,Food & Drink,multiple_choice,"A type of German dumpling from Bavaria is...","Knödel","Klops","Frikadelle","'Knödel'."
918,12,Time,fill_in_blank,"Es ist zehn ___ nach halb zehn. (9:40)","zehn nach halb zehn","zwanzig vor zehn","zehn vor halb zehn","'ten past half to ten'."
919,13,Dates,multiple_choice,"The ninth month of the year is...","September","Oktober","August","September."
920,15,Cases,fill_in_blank,"Ich fahre mit ___ U-Bahn. (the, fem.)","der","die","dem","'mit' is dative."
921,16,Modal Verbs,multiple_choice,"Sie (she) ___ nicht mitkommen. (is allowed to)","darf","muss","kann","Permission."
922,17,Modal Verbs,fill_in_blank,"Wir ___ das Problem lösen. (must)","müssen","sollen","dürfen","Necessity."
923,18,Directions,multiple_choice,"Go up to the third floor.","Gehen Sie in den dritten Stock.","Gehen Sie zum dritten Stock.","Gehen Sie auf den dritten Stock.","'in den' for direction."
924,19,Shopping,fill_in_blank,"Die Schuhe sind aus echtem ___. (leather)","Leder","Lederstoff","Haut","'echtes Leder' = real leather."
925,20,Separable Verbs,multiple_choice,"Ich mache beim Marathon ___.","mit","an","teil","'mitmachen' = to participate."
926,22,Perfect Tense,fill_in_blank,"Wir haben ihn ___. (erkannt)","erkannt","erkennen","erkannte","'erkennen' (to recognize) is inseparable."
927,23,Perfect Tense,multiple_choice,"Sie ___ auf dem Eis ausgerutscht.","ist","hat","wurde","'ausrutschen' (to slip) is a verb of motion."
928,25,Conjunctions,fill_in_blank,"Ich helfe dir, wo ich ___. (kann)","kann","kann ich","können","'wo' (where) can be subordinating."
929,26,Possessives,multiple_choice,"Das ist ___ Haus. (your, formal)","Ihr","Ihre","Ihren","Neuter nominative."
930,27,Family,fill_in_blank,"Der Bruder meiner Mutter ist mein ___.","Onkel","Cousin","Neffe","Uncle."
931,28,Hobbies,multiple_choice,"'Ich gehe gern segeln' means...","I like to go sailing.","I like to go swimming.","I like to go fishing.","'segeln' = to sail."
932,29,Writing,fill_in_blank,"Ich schreibe, um mich zu ___.","beschweren","entschuldigen","bedanken","'sich beschweren' = to complain."
933,30,Review,multiple_choice,"The past participle of 'verlieren' (to lose) is...","verloren","verliert","verlor","Inseparable verb."
934,1,Greetings,fill_in_blank,"'Gesundheit!' is what you say when someone ___.","sneezes","coughs","laughs","'Health!'."
935,2,Introductions,multiple_choice,"What's your zip code? (formal)","Wie ist Ihre Postleitzahl?","Was ist Ihr Code?","Haben Sie eine Postleitzahl?","'die Postleitzahl' = zip code."
936,3,Numbers,fill_in_blank,"The number 2000 is ___.","zweitausend","zwanzighundert","zweihundert","'two thousand'."
937,4,Verbs,multiple_choice,"Das ___ die besten Plätze.","sind","ist","seid","Plural subject."
938,5,W-Fragen,fill_in_blank,"___ hast du das gekauft? (Where)","Wo","Wohin","Woher","Location question."
939,6,Nouns,multiple_choice,"The gender of 'Supermarkt' is...","der (masculine)","die (feminine)","das (neuter)","der Supermarkt."
940,8,Verbs,fill_in_blank,"Ich ___ (putzen) die Fenster.","putze","putzt","putzst","'putzen' = to clean."
941,9,Cases,multiple_choice,"Ich habe ___ Zeit. (no)","keine","nicht","kein","Negating a feminine accusative noun."
942,10,Verbs,fill_in_blank,"Er ___ (sterben) im Film.","stirbt","sterbt","sterbe","'sterben' (to die) is stem-changing e->i."
943,11,Food & Drink,multiple_choice,"A type of blood sausage from Cologne is...","Flönz","Blutwurst","Leberwurst","A regional specialty."
944,12,Time,fill_in_blank,"Es ist fünf ___ vor halb elf. (10:25)","fünf vor halb elf","fünf nach halb elf","zwanzig nach zehn","'five to half to eleven'."
945,13,Dates,multiple_choice,"The tenth month of the year is...","Oktober","November","September","October."
946,15,Cases,fill_in_blank,"Ich fahre mit ___ Fahrrad. (my, n.)","meinem","meinen","mein","'mit' is dative."
947,16,Modal Verbs,multiple_choice,"Sie (she) ___ nicht Auto fahren. (is not allowed to)","darf","muss","kann","Prohibition."
948,17,Modal Verbs,fill_in_blank,"Wir ___ das Angebot annehmen. (should)","sollten","müssen","dürfen","Advice."
949,18,Directions,multiple_choice,"Go down the hall.","Gehen Sie den Flur entlang.","Gehen Sie den Flur hinunter.","Gehen Sie im Flur.","'entlang' for 'along'."
950,19,Shopping,fill_in_blank,"Der Stoff fühlt sich ___ an. (soft)","weich","hart","kratzig","'weich' = soft."
951,20,Separable Verbs,multiple_choice,"Ich komme um 8 Uhr ___.","an","ein","auf","'ankommen' = to arrive."
952,22,Perfect Tense,fill_in_blank,"Wir haben das Fenster ___. (geöffnet)","geöffnet","öffnete","geöffnen","'öffnen' is regular."
953,23,Perfect Tense,multiple_choice,"Sie ___ auf den Berg gestiegen.","ist","hat","wurde","'steigen' (to climb) is a verb of motion."
954,25,Conjunctions,fill_in_blank,"Ich bleibe hier, bis du ___. (zurückkommst)","zurückkommst","kommst zurück","zurückkommen","'zurückkommen' (to come back) is separable."
955,26,Possessives,multiple_choice,"Das ist ___ Jacke. (your, inf.)","deine","dein","deinen","Feminine nominative."
956,27,Family,fill_in_blank,"Die Tochter meines Bruders ist meine ___.","Nichte","Cousine","Schwester","Niece."
957,28,Hobbies,multiple_choice,"'Ich gehe gern ins Museum' means...","I like to go to the museum.","I like to go to the movies.","I like to go to the theater.","'das Museum'."
958,29,Writing,fill_in_blank,"Ich möchte einen Termin ___.","vereinbaren","machen","haben","'vereinbaren' = to arrange/make an appointment."
959,30,Review,multiple_choice,"The past participle of 'schreiben' is...","geschrieben","geschreibt","schrieb","Strong verb."
960,1,Greetings,fill_in_blank,"'Schönen Tag noch!' means...","Have a nice day!","Good day!","See you today!","Something to say when leaving."
961,2,Introductions,multiple_choice,"What's your nationality? (informal)","Welche Staatsangehörigkeit hast du?","Was ist deine Nationalität?","Woher kommst du?","More common is 'Woher kommst du?'."
962,3,Numbers,fill_in_blank,"The number 3000 is ___.","dreitausend","dreißighundert","dreihundert","'three thousand'."
963,4,Verbs,multiple_choice,"Das ___ die Regeln.","sind","ist","seid","Plural subject."
964,5,W-Fragen,fill_in_blank,"___ hast du das gelernt? (From whom?)","Von wem","Von wen","Von wer","'von' is dative, so 'wem'."
965,6,Nouns,multiple_choice,"The gender of 'Restaurant' is...","das (neuter)","der (masculine)","die (feminine)","das Restaurant."
966,8,Verbs,fill_in_blank,"Ich ___ (übersetzen) den Text.","übersetze","übersetzt","übersetzst","'übersetzen' = to translate."
967,9,Cases,multiple_choice,"Ich habe ___ Schwester. (no)","keine","nicht","kein","Negating a feminine accusative noun."
968,10,Verbs,fill_in_blank,"Er ___ (unterbrechen) mich immer.","unterbricht","unterbrichst","unterbreche","'unterbrechen' (to interrupt) is inseparable."
969,11,Food & Drink,multiple_choice,"A type of meatloaf from Bavaria is...","Leberkäse","Frikadelle","Hackbraten","'Liver cheese', but contains neither."
970,12,Time,fill_in_blank,"Es ist zehn ___ vor halb zwölf. (11:20)","zehn vor halb zwölf","zehn nach halb elf","zwanzig nach elf","'ten to half to twelve'."
971,13,Dates,multiple_choice,"The eleventh month of the year is...","November","Dezember","Oktober","November."
972,15,Cases,fill_in_blank,"Ich fahre mit ___ Zug. (the, masc.)","dem","den","der","'mit' is dative."
973,16,Modal Verbs,multiple_choice,"Sie (they) ___ das nicht wissen. (are not supposed to)","sollen","müssen","dürfen","It's not for them to know."
974,17,Modal Verbs,fill_in_blank,"Wir ___ das Spiel gewinnen. (can)","können","wollen","müssen","Ability."
975,18,Directions,multiple_choice,"The post office is on the corner.","Die Post ist an der Ecke.","Die Post ist in der Ecke.","Die Post ist auf der Ecke.","'an der Ecke'."
976,19,Shopping,fill_in_blank,"Das ist ein ___ Preis. (fair)","fairer","fair","faires","Adjective ending."
977,20,Separable Verbs,multiple_choice,"Ich mache das Radio ___.","an","auf","ein","'anmachen' for electronics."
978,22,Perfect Tense,fill_in_blank,"Wir haben das Schloss ___. (besichtigt)","besichtigt","besichtigen","besichtigte","'besichtigen' (to visit/view) is inseparable."
979,23,Perfect Tense,multiple_choice,"Sie ___ um die Welt gereist.","ist","hat","wurde","'reisen' is a verb of motion."
980,25,Conjunctions,fill_in_blank,"Ohne dass er es ___, habe ich das Foto gemacht. (merkte)","merkte","merkte er","merken","'ohne dass' (without) is subordinating."
981,26,Possessives,multiple_choice,"Das ist ___ Computer. (your, inf.)","dein","deine","deinen","Masculine nominative."
982,27,Family,fill_in_blank,"Die Mutter meines Mannes ist meine ___.","Schwiegermutter","Schwägerin","Oma","Mother-in-law."
983,28,Hobbies,multiple_choice,"'Ich gehe gern in die Oper' means...","I like to go to the opera.","I like to go to the theater.","I like to go to the cinema.","'die Oper'."
984,29,Writing,fill_in_blank,"Ich möchte den Termin ___.","absagen","stornieren","kündigen","'absagen' = to cancel."
985,30,Review,multiple_choice,"The past participle of 'bleiben' is...","geblieben","gebleibt","blieb","Strong verb."
986,1,Greetings,fill_in_blank,"'Angenehm' or 'Sehr erfreut' means...","Pleased to meet you.","Have a good day.","How are you?","A very formal response to an introduction."
987,2,Introductions,multiple_choice,"What's your place of residence? (formal)","Was ist Ihr Wohnort?","Wo wohnen Sie?","Haben Sie einen Wohnort?","'der Wohnort'."
988,3,Numbers,fill_in_blank,"The number 4000 is ___.","viertausend","vierzighundert","vierhundert","'four thousand'."
989,4,Verbs,multiple_choice,"Das ___ die Lösungen.","sind","ist","seid","'Lösungen' (solutions) is plural."
990,5,W-Fragen,fill_in_blank,"___ bist du so spät? (Why)","Warum","Was","Wie","Asking for a reason."
991,6,Nouns,multiple_choice,"The gender of 'Krankenschwester' (nurse) is...","die (feminine)","der (masculine)","das (neuter)","'Schwester' is feminine."
992,8,Verbs,fill_in_blank,"Ich ___ (feiern) meinen Geburtstag.","feiere","feierst","feiert","'feiern' = to celebrate."
993,9,Cases,multiple_choice,"Ich habe ___ Auto. (a)","ein","einen","eine","Neuter accusative."
994,10,Verbs,fill_in_blank,"Er ___ (genießen) seinen Urlaub.","genießt","genießst","genieße","'genießen' = to enjoy."
995,11,Food & Drink,multiple_choice,"A type of sweet, yeast pastry is a...","Hefezopf","Streuselkuchen","Mohnkuchen","'Hefe' = yeast, 'Zopf' = braid."
996,12,Time,fill_in_blank,"Es ist zehn ___ nach halb eins. (12:40)","zehn nach halb eins","zwanzig vor eins","zehn vor halb eins","'ten past half to one'."
997,13,Dates,multiple_choice,"The twelfth month of the year is...","Dezember","Januar","November","December."
998,15,Cases,fill_in_blank,"Ich fahre mit ___ Freundin. (my, fem.)","meiner","meine","meinen","'mit' is dative."
999,16,Modal Verbs,multiple_choice,"Sie (they) ___ das nicht tun. (are not allowed to)","dürfen","müssen","können","Prohibition."
1000,17,Modal Verbs,fill_in_blank,"Wir ___ das Projekt bis morgen fertigstellen. (must)","müssen","sollen","dürfen","Strong deadline."
1001,18,Directions,multiple_choice,"Go straight until you see the bank.","Gehen Sie geradeaus, bis Sie die Bank sehen.","Gehen Sie geradeaus, um die Bank zu sehen.","Gehen Sie zur Bank geradeaus.","'bis' as a conjunction."
1002,19,Shopping,fill_in_blank,"Das ist ein ___ (reasonable) Preis.","angemessener","fairer","guter","'angemessen' = appropriate/reasonable."
1003,20,Separable Verbs,multiple_choice,"Ich mache das Fenster ___.","auf","an","zu","'aufmachen' = to open."
1004,22,Perfect Tense,fill_in_blank,"Wir haben den Vertrag ___. (unterschrieben)","unterschrieben","unterschreibt","unterschrieb","'unterschreiben' (to sign) is inseparable."
1005,23,Perfect Tense,multiple_choice,"Sie ___ den Bus verpasst.","hat","ist","wurde","'verpassen' uses 'haben'."
1006,25,Conjunctions,fill_in_blank,"Ich lerne Deutsch, weil es mir Spaß ___. (macht)","macht","mache","machen","'weil' clause."
1007,26,Possessives,multiple_choice,"Das ist ___ Buch. (her)","ihr","ihre","ihren","Neuter nominative."
1008,27,Family,fill_in_blank,"Der Mann meiner Schwester ist mein ___.","Schwager","Schwiegervater","Onkel","Brother-in-law."
1009,28,Hobbies,multiple_choice,"'Ich gehe gern reiten' means...","I like to go riding.","I like to go writing.","I like to go reading.","'reiten' = to ride (a horse)."
1010,29,Writing,fill_in_blank,"Ich möchte einen Tisch für zwei Personen ___.","reservieren","buchen","bestellen","'reservieren' for tables."
1011,30,Review,multiple_choice,"The past participle of 'anrufen' is...","angerufen","gerufen an","anrief","Separable verb in perfect tense."
